"precio";"moneda";"direccion";"barrio";"metros_totales";"area_privada";"dormitorios";"baños";"garage";"gastos_comunes";"admite_mascotas";"disposicion";"balcon";"terraza";"ascensor";"amueblado";"aire_acondicionado";"calefaccion";"numero_piso";"latitud_Y";"longitud_X";"url";"dist_av_18_de_julio";"dist_av_8_de_octubre";"dist_av_agraciada";"dist_av_bolivia";"dist_av_gral_eugenio_garzon";"dist_av_italia";"dist_bv_gral_artigas";"dist_bv_jose_batlle_y_ordoñez"
23500;"UYU($)";"Parque Rodo, Parque Rodó, Montevideo";"Cordón";29;29;0;1;"No";3700;"No";"No";"Si";"Sí";"Si";"No";"No";"Sí";NA;-34.9076217;-56.1639716;"https://apartamento.mercadolibre.com.uy/MLU-696608643-apartamento-en-alquiler-monoambiente-1-bano-balcon-parque-rodo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1041.00622824606;1076.57408283934;2865.22960832192;7249.57168505887;8225.02779347896;1389.40899434151;27.4807104405422;3284.04354497788
35000;"UYU($)";"Luis Lamas 1424, 11300 Montevideo, Departamento De Montevideo, Uruguay, Pocitos, Montevideo";"Pocitos";55;50;2;1;"Si";5500;"No";"Si";"Si";"Sí";"Sí";"No";"No";"Sí";10;-34.9069017;-56.1466242;"https://apartamento.mercadolibre.com.uy/MLU-696785347-alquiler-apartamento-penthouse-de-2-dormitorios-en-pocitos-garaje-calefaccion-piso-10-inmejorable-vista-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1939.13422170496;2029.53888823797;4139.94055291815;5923.27952199967;9323.17582667986;1874.87439309006;1539.07362816073;2164.97618414681
25000;"UYU($)";"Agrim. Germán Barbato 1485, Centro, Montevideo";"Centro";49;47;1;1;"No";5800;"Sí";"Si";"Si";"Sí";"Sí";"No";"No";"No";9;-34.903028;-56.1864927;"https://apartamento.mercadolibre.com.uy/MLU-696595095-alquiler-apartamento-centro-1-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";279.782264588263;1922.02888272144;1420.02440148972;8844.21386514613;6556.72558087863;2147.34800984962;2031.09271041755;4322.35794510151
46000;"UYU($)";"La Paz 1000, Montevideo, Montevideo";"Ciudad Vieja";71;65;2;1;"No";7500;"Sí";"No";"No";"Sí";"Si";"No";"Sí";"No";NA;-34.8980198;-56.1954449;"https://apartamento.mercadolibre.com.uy/MLU-1454651494-alquilo-2-dormitorios-divina-vista-nostrum-bay-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=4&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";903.449175285502;2661.04016854703;1147.74787570275;9423.07111337601;5661.59219838681;2796.84351197186;2795.37865340248;4472.63681321783
22800;"UYU($)";"Avenida Colombes 1700, Malvin, Montevideo";"Buceo";39;36;1;1;"No";4772;"No especificado";"No";"Si";"Sí";"Si";"No";"Sí";"No";NA;-34.8891545;-56.118417;"https://apartamento.mercadolibre.com.uy/MLU-1454652752-alquiler-apartamento-un-dormitorio-y-balcon-malvin-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";4321.15938041486;2462.64818770202;6283.59116839386;2689.12091267168;10520.8180572614;183.989298837728;4268.87760742019;1032.07395453925
53000;"UYU($)";"26 De Marzo Esq. Cavia, Pocitos, Montevideo";"Pocitos";86;85;3;2;"Si";20000;"No";"No";"No";"No";"Sí";"No";"No";"No";1;-34.9121326;-56.1523875;"https://apartamento.mercadolibre.com.uy/MLU-696620261-tobago-501-alquiler-apartamento-3-dormitorios-y-garaje-en-pocitos-3-banos-amoblado-equipado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1959.43109378565;2002.69506204865;3999.4075969217;6700.67046652448;9321.587886943;2211.56146318969;961.860527322514;2948.29360226341
31000;"UYU($)";"Av Italia Y Valencia, Malvin, Montevideo";"Malvín";69;47;1;1;"Si";5500;"Sí";"No";"No";"No";"Sí";"No";"No";"No";8;-34.886039;-56.1040601;"https://apartamento.mercadolibre.com.uy/MLU-696620267-estrellas-de-malvin-2003-alquiler-apartamento-1-dormitorio-con-garaje-en-malvin-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";5676.84434290338;3278.1682610567;7608.7917922531;1627.58755645701;11619.7430790836;0.213544330659344;5619.71242001045;2248.52021304804
30000;"UYU($)";"Cordón, Cordón, Montevideo";"Cordón";55;55;2;1;"No";7500;"Sí";"No";"Si";"Sí";"Si";"No";"No";"Sí";NA;-34.9072525;-56.1775496;"https://apartamento.mercadolibre.com.uy/MLU-696760385-apartamento-en-alquiler-2-dormitorios-1-bano-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";476.630417912165;1442.41883646799;2081.76146668676;8302.81593313014;7404.48680774127;1765.19578430806;1259.67329041763;4110.10333379164
34000;"UYU($)";"Santiago De Chile Entre Canelones Y Soriano, Centro, Montevideo";"Centro";63;52;2;1;"No";5000;"Sí";"Si";"No";"No";"Sí";"No";"No";"No";1;-34.907977;-56.1851494;"https://apartamento.mercadolibre.com.uy/MLU-696620259-torres-del-plata-501-alquiler-apartamento-2-dormitorios-con-garaje-en-el-centro-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";266.035981289978;2038.80261363269;1976.1599451118;8958.43923185259;7087.84235139123;2325.55016164924;1958.24097156495;4639.42514260669
25700;"UYU($)";"Constituyente Y Tacuarembo, Cordón, Montevideo";"Cordón";50;41;1;1;"No";4800;"No";"Si";"No";"Sí";"Sí";"No";"No";"No";1;-34.9059067;-56.1820419;"https://apartamento.mercadolibre.com.uy/MLU-696633203-lift-gaucho-701-alquiler-apartamento-1-dormitorio-en-cordon-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";167.180478745585;1676.53542399638;1799.93058767046;8602.87214693108;7046.83411070074;1960.51219122071;1654.57713420979;4277.95364140831
16500;"UYU($)";"Francisco Vidiella, Montevideo, La Blanqueada, Montevideo";"La Comercial";45;45;1;1;"No";2200;"Sí";"Si";"No";"No";"No";"No";"No";"No";1;-34.8868135;-56.1655085;"https://apartamento.mercadolibre.com.uy/MLU-696634943-apartamento-1-dormitorio-en-la-blanqueada-francisco-vidiella-esq-bvr-artigas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=11&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1173.24315921062;559.432265631055;2015.27384220919;6450.52085047189;6600.42373495193;804.204016296729;22.3334843783509;1699.74762946179
38500;"UYU($)";"Germán Araujo Esq. Maldonado, Barrio Sur, Montevideo, Montevideo";"Ciudad Vieja";91;68;2;1;"No";13700;"Sí";"Si";"No";"No";"Sí";"No";"No";"No";1;-34.9100214;-56.197875;"https://apartamento.mercadolibre.com.uy/MLU-696620263-alma-sur-702-alquiler-apartamento-2-dormitorios-en-el-centro-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";403.039755176706;3171.13120449026;2402.49310946021;10106.982077506;6774.65554615656;3424.98633574323;3136.24660754601;5598.31148670524
36500;"UYU($)";"Andes 1143, Montevideo, Centro, Montevideo";"Ciudad Vieja";62;55;2;1;"No";5000;"Sí";"Si";"Si";"Sí";"Sí";"No";"Sí";"No";9;-34.9104402;-56.1977826;"https://apartamento.mercadolibre.com.uy/MLU-696624311-alquiler-apartamento-2-dormitorios-casi-rambla-a-estrenar-con-vista-al-mar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";450.051863716475;3183.12773596545;2441.61960787359;10118.536323037;6820.95636038499;3440.27995716254;3132.02196081933;5626.59907588591
26400;"UYU($)";"Eduardo V. Haedo Esq Juan Paullier, Tres Cruces, Montevideo";"Tres Cruces";52;40;1;1;"No";3900;"No";"No";"No";"No";"Sí";"No";"No";"No";1;-34.896794;-56.1698103;"https://apartamento.mercadolibre.com.uy/MLU-696607333-mooca-tatuape-703-alquiler-apartamento-1-dormitorio-en-tres-cruces-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";272.65819230831;350.557303262473;1744.83008122606;7171.57038343112;6994.61729260921;473.739053505454;450.747226434621;2776.86877177425
24500;"UYU($)";"Av. Italia 3494 Y Estivao, Parque Batlle, Montevideo";"Parque Batlle Villa Dolores";35;28;0;1;"No";3000;"No";"Si";"No";"No";"Sí";"No";"No";"No";1;-34.8867299;-56.1385176;"https://apartamento.mercadolibre.com.uy/MLU-1456572912-grou-habitat-705-alquiler-monoambiente-en-parque-batlle-piso-alto-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";2662.98235808291;1168.05672615348;4462.66696836528;4102.51919706406;8734.44897240308;0.916174193664596;2479.53586759008;1.14117408575286
34900;"UYU($)";"Av. 8 De Octubre Esq. Estero Bellaco, La Blanqueada, Montevideo";"Larrañaga";102;81;1;1;"Si";3900;"Sí";"No";"No";"No";"Sí";"No";"No";"No";1;-34.8876043;-56.1587965;"https://apartamento.mercadolibre.com.uy/MLU-696633201-gala-point-704-alquiler-apartamento-1-dormitorio-amoblado-con-garaje-en-la-blanqueada-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1207.51616111133;9.39714934502371;2608.92874495306;5882.6200909244;7160.892013746;464.223360403989;625.214528802017;1345.18328802174
31900;"UYU($)";"Rodo, Jose Enrique 2100, Cordón, Montevideo";"Palermo";45;40;1;1;"Si";4200;"No";"No";"No";"Sí";"Sí";"No";"No";"No";11;-34.9084916;-56.1760617;"https://apartamento.mercadolibre.com.uy/MLU-696714171-alquiler-a-estrenar-1-dormitorio-con-garaje-en-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=18&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";658.906402439236;1455.23007133686;2264.66139041019;8248.4242811605;7595.60753924072;1792.23986097613;1136.23324389153;4122.63514611348
22500;"UYU($)";"Av. Italia 3063, 11600 Montevideo, Departamento De Montevideo, Uruguay, Parque Batlle, Montevideo";"La Blanqueada";35;35;0;1;"No";2700;"Sí";"Si";"Si";"Sí";"Sí";"No";"Sí";"No";13;-34.8890691;-56.1485544;"https://apartamento.mercadolibre.com.uy/MLU-696758175-alquiler-monoambiente-en-piso-alto-con-terraza-y-vistas-panoramicas-en-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=19&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1734.53747208848;844.850437506281;3530.83426228746;5050.0084745939;8044.72634603644;2.43786460400262;1543.10480164402;842.96873959374
29000;"UYU($)";"Av. Italia 3013, Montevideo, Parque Batlle, Montevideo";"La Blanqueada";53;53;1;1;"No";3970;"Sí";"Si";"Si";"Sí";"Sí";"No";"Sí";"No";13;-34.8891674;-56.1492321;"https://apartamento.mercadolibre.com.uy/MLU-696732421-alquiler-apartamento-1-dormitorio-en-piso-alto-con-hermosas-vistas-y-super-luminoso-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=23&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1676.43011312815;808.333213577278;3468.55626989514;5111.65436896743;7996.73097073217;22.5370417770305;1480.45270992463;892.262783508404
25900;"UYU($)";"Av. Brasil 2600, Pocitos, Montevideo";"Pocitos";48;46;1;1;"No";6600;"No";"Si";"No";"Sí";"Sí";"No";"No";"Sí";8;-34.9081847;-56.1568694;"https://apartamento.mercadolibre.com.uy/MLU-1454717266-apartamento-en-alquiler-de-1-dormitorios-en-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=24&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1369.10771158518;1405.96749014938;3409.68543139149;6748.30626102863;8722.70460589032;1629.41199889534;594.138057690827;2912.03738851898
34000;"UYU($)";"Av. Rivera Esq. Solano López, Buceo, Montevideo";"Buceo";63;42;1;1;"No";5500;"Sí";"No";"No";"No";"Sí";"No";"No";"No";1;-34.8956376;-56.1220506;"https://apartamento.mercadolibre.com.uy/MLU-696633205-more-buceo-1804-alquiler-apartamento-1-dormitorio-en-buceo-piso-18-cerca-del-mar-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=25&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";3894.389196713;2839.23152257806;5980.25286514685;3437.93117477291;10521.3019653442;919.574563355433;3888.16534173923;310.511082961485
43000;"UYU($)";"Luis B. Cavia 2800, Pocitos, Montevideo";"Pocitos";69;69;2;2;"No";5200;"No";"Si";"No";"No";"No";"Sí";"Sí";"No";2;-34.910921;-56.1569287;"https://apartamento.mercadolibre.com.uy/MLU-696650677-alquiler-apartamento-amoblado-dos-dormitorios-dos-banos-en-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=26&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1634.19762179885;1656.90624080339;3591.09347516253;6935.21551012207;8933.57829729324;1902.12606589961;560.571721863551;3139.7216441851
30000;"UYU($)";"Avenida Millán 2788, Prado, Montevideo";"Reducto";52;50;2;1;"Si";5000;"Sí";"No";"Si";"Sí";"Sí";"No";"Sí";"Sí";9;-34.875377;-56.1877168;"https://apartamento.mercadolibre.com.uy/MLU-1458070038-alquiler-apartamento-prado-2-dormitorios-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=27&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";3118.28041632369;2934.03098484846;853.719596487118;8286.62196061396;4210.50066117136;2975.18496899253;455.287579115259;2128.15385255144
23000;"UYU($)";"Carlos De La Vega 3987, Paso Molino, Montevideo";"Prado Nueva Savona";42;40;2;1;"No";1600;"Sí";"Si";"No";"No";"No";"No";"No";"No";3;-34.860603;-56.217465;"https://apartamento.mercadolibre.com.uy/MLU-696815177-alquiler-apto-dos-dormitorios-paso-molino-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=28&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";5364.03717761384;6061.52825592847;165.182307792585;11077.8278058037;1078.36591123484;6097.84570073875;1626.04710117939;2839.45251567621
27000;"UYU($)";"La Blanqueada, La Blanqueada, Montevideo";"Unión";48;48;2;1;"No";3500;"Sí";"Si";"No";"No";"Si";"No";"No";"No";NA;-34.8804975;-56.149911;"https://apartamento.mercadolibre.com.uy/MLU-1457431614-apartamento-en-alquiler-2-dormitorios-1-bano-la-blanqueada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=30&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";2305.05458449261;2.62339791912289;3571.47584078264;4907.05847625783;7498.5522376765;890.531278047588;1507.01610465588;215.48391882763
60000;"UYU($)";"Bv. Gral. Artigas 500, Punta Carretas, Montevideo";"Parque Rodó";78;55;1;1;"Si";6500;"Sí";"No";"No";"Sí";"Sí";"No";"Sí";"Sí";12;-34.9189506;-56.1625832;"https://apartamento.mercadolibre.com.uy/MLU-1455177018-alquiler-de-apartamento-de-1-dormitorio-a-estrenar-con-garaje-en-punta-carretas-oda-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=31&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";2212.75953128083;2336.44799087437;3896.95422021068;7899.73257503775;9264.00531170867;2651.89364798068;14.5212045342769;4139.31131936468
1050;"USD(US$)";"Bv. Artigas 1200, Pocitos, Montevideo";"Pocitos";44;40;1;1;"No";10000;"Sí";"No";"No";"Sí";"Sí";"No";"Sí";"Sí";28;-34.904736;-56.1634127;"https://apartamento.mercadolibre.com.uy/MLU-696794527-alquiler-de-apartamento-amoblado-de-1-dormitorio-edificio-joy-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=32&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";769.736628135204;781.498086753768;2701.30831297929;7038.45796701177;8029.08128799273;1076.25247965131;33.1826810531784;3028.02494481027
28500;"UYU($)";"Joanicó 3165, La Blanqueada, Montevideo";"Larrañaga";38;35;1;1;"Si";4500;"Sí";"No";"Si";"No";"Sí";"Sí";"Sí";"Sí";1;-34.881187;-56.153719;"https://apartamento.mercadolibre.com.uy/MLU-1455859286-alquiler-apartamento-a-estrenar-1-dormitorio-garaje-incluido-la-blanqueada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=33&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";2053.5562159656;140.290005837942;3216.7311312071;5263.19446929562;7216.21668830722;953.857932161732;1152.78828679782;507.985505828114
37000;"UYU($)";"Buceo, Buceo, Montevideo";"Buceo";50;50;1;1;"Si";4900;"Sí";"No";"No";"No";"Si";"Sí";"No";"Sí";NA;-34.903543;-56.1300783;"https://apartamento.mercadolibre.com.uy/MLU-1454017112-apartamento-en-alquiler-amoblado-1-dormitorio-1-bano-balcon-garaje-buceo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=34&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";3222.42949711606;3135.54600828485;5421.11744960913;4580.69689496586;10324.103376383;1844.16771650196;3078.28820484261;801.500312306222
36000;"UYU($)";"Cordón, Cordón, Montevideo";"Palermo";61;61;2;1;"No";5200;"Sí";"Si";"Si";"Sí";"Si";"Sí";"No";"Sí";NA;-34.9084149;-56.1757614;"https://apartamento.mercadolibre.com.uy/MLU-696734731-apartamento-en-alquiler-2-dormitorios-1-bano-balcon-amueblado-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=35&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";662.982693740465;1431.81683359249;2269.52814279077;8220.30593603096;7604.99571986215;1769.8757106655;1108.14384986719;4098.19646097888
29000;"UYU($)";"Avenida Gonzalo Ramírez 1900, Parque Rodó, Montevideo";"Parque Rodó";44;40;1;1;"Si";7200;"No especificado";"No";"No";"No";"Si";"No";"No";"No";NA;-34.9115551;-56.1719988;"https://apartamento.mercadolibre.com.uy/MLU-1455839688-alquiler-parque-rodo-1-dormitorio-garage-al-frente-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=36&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1119.28242601891;1578.80314908319;2740.6119916969;8102.47463667754;8089.59881652246;1930.00063048293;797.845031418661;4116.75797915485
22500;"UYU($)";"Av. Italia 3063, 11600 Montevideo, Departamento De Montevideo, Uruguay, Parque Batlle, Montevideo";"La Blanqueada";35;31;0;1;"No";2700;"Sí";"Si";"Si";"Sí";"Sí";"No";"Sí";"No";13;-34.8890691;-56.1485544;"https://apartamento.mercadolibre.com.uy/MLU-696745259-monoambiente-en-alquiler-piso-alto-con-hermosas-vistas-en-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=37&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";1734.53747208848;844.850437506281;3530.83426228746;5050.0084745939;8044.72634603644;2.43786460400262;1543.10480164402;842.96873959374
20500;"UYU($)";"Av. Italia 4500, Malvin, Montevideo";"Malvín";29;28;0;1;"No";3400;"Sí";"No";"No";"Sí";"Si";"No";"Sí";"No";NA;-34.886961;-56.111888;"https://apartamento.mercadolibre.com.uy/MLU-1458007224-alquiler-monoambiente-en-nostrum-malvin-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=39&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";4956.96630099874;2738.22269880409;6888.74685060635;2102.68439063564;10982.8094954785;17.4390538042967;4897.57901617162;1642.15563097891
26900;"UYU($)";"Miguelete 2200, Tres Cruces, Montevideo";"La Comercial";44;40;1;1;"Si";4700;"Sí";"Si";"No";"Sí";"Sí";"No";"No";"No";5;-34.8920976;-56.1692663;"https://apartamento.mercadolibre.com.uy/MLU-1456557104-alquiler-apartamento-1-dormitorio-en-tres-cruces-montevideo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=40&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";717.950969175067;442.685531145865;1648.74710818101;6944.88566140104;6683.00707191191;476.237617011332;354.910122210823;2361.82902560153
32000;"UYU($)";"Juan D. Jackson 1200, Parque Rodó, Montevideo";"Cordón";42;35;1;1;"No";5500;"Sí";"No";"No";"Sí";"Si";"No";"Sí";"No";NA;-34.9068389;-56.1734819;"https://apartamento.mercadolibre.com.uy/MLU-1456582990-alquiler-apto-un-dormitorio-terraza-cordon-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=41&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";578.979872981167;1168.44474749996;2225.77441225181;7953.56560077844;7592.77763409397;1510.97549951191;885.535281004864;3829.4351574794
22650;"UYU($)";"Charrúa 1770, Cordón, Montevideo";"Cordón";42;41;0;1;"No";4000;"No";"No";"Si";"Sí";"Sí";"No";"Sí";"Sí";5;-34.905361;-56.178117;"https://apartamento.mercadolibre.com.uy/MLU-1458051566-alquiler-monoambiente-a-estrenar-en-cordon-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=44&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";264.739669784936;1344.70678177971;1870.17729540336;8253.85649832057;7204.73677423761;1648.2909874046;1291.99350923146;3989.7229231653
26000;"UYU($)";"Ciudad Vieja, Ciudad Vieja, Montevideo";"Ciudad Vieja";40;40;1;1;"No";3200;"No";"Si";"Si";"Sí";"Si";"Sí";"No";"No";NA;-34.9073259;-56.2036992;"https://apartamento.mercadolibre.com.uy/MLU-1458012456-apartamento-en-alquiler-1-dormitorio-1-bano-terraza-lavadero-amueblado-ciudad-vieja-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=45&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";466.863917552135;3564.71533175646;2423.62340743747;10480.1366794654;6312.71127136244;3782.68242174781;3639.35274335829;5742.28806417011
26500;"UYU($)";"Dr Juan Campisteguy 2774, Jacinto Vera, Montevideo";"Jacinto Vera";51;51;2;1;"No";2000;"Sí";"No";"No";"No";"Si";"No";"Sí";"Sí";3;-34.8762588;-56.1683289;"https://apartamento.mercadolibre.com.uy/MLU-1457525476-alquiler-2-dormitorios-escritorio-jacinto-vera-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=46&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";2365.2138177404;1441.56890629677;2297.94396821712;6521.99253434891;5777.41206677733;1945.42011175924;116.919387041571;1018.29553939134
30900;"UYU($)";"Durazno 1818, Palermo, Montevideo";"Palermo";67;67;2;1;"No";2200;"Sí";"Si";"No";"No";"Si";"No";"Sí";"Sí";1;-34.909902;-56.1756698;"https://apartamento.mercadolibre.com.uy/MLU-1457405616-alquiler-apartamento-2-dormitorios-palermo-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=47&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";815.56979040836;1562.01943070416;2420.83769935893;8294.3459478746;7743.23455656384;1905.12225450202;1114.75969231605;4216.02455297653
27400;"UYU($)";"Eduardo V. Haedo Esq Juan Paullier, Tres Cruces, Montevideo";"Tres Cruces";55;41;1;1;"No";3900;"No";"No";"No";"No";"Sí";"No";"No";"No";1;-34.896794;-56.1698103;"https://apartamento.mercadolibre.com.uy/MLU-696620271-mooca-tatuape-804-alquiler-apartamento-1-dormitorio-en-tres-cruces-piso-alto-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=48&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search";272.65819230831;350.557303262473;1744.83008122606;7171.57038343112;6994.61729260921;473.739053505454;450.747226434621;2776.86877177425
32000;"UYU($)";"Pocitos, Pocitos, Montevideo";"Pocitos";45;45;1;1;"No";6000;"No";"No";"No";"No";"Si";"No";"No";"Sí";NA;-34.9072096;-56.1470909;"https://apartamento.mercadolibre.com.uy/MLU-1457413682-apartamento-en-alquiler-1-dormitorio-1-bano-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=0982784e-1f17-41bb-8acd-0a3dd3a107c7&sid=search";1921.84433456604;2009.52838364169;4117.32104632293;5977.88728691295;9312.36160908844;1895.17529501596;1493.5766009089;2219.09452329471
