precio,moneda,direccion,barrio,tipo,metros_totales,area_privada,dormitorios,baños,garage,gastos_comunes,admite_mascotas,disposicion,balcon,terraza,ascensor,amueblado,aire_acondicionado,calefaccion,numero_piso,latitud_Y,longitud_X,url
$ 23.500,Pesos Uruguayos (UYU),"Parque Rodo, Parque Rodó, Montevideo",Parque Rodó,Apartamento,29 m²,29 m²,0,1,0,3.700 UYU,No,Contrafrente,Sí,Sí,No especificado,No,No,Sí,No especificado,-34.9076217,-56.1639716,https://apartamento.mercadolibre.com.uy/MLU-696608643-apartamento-en-alquiler-monoambiente-1-bano-balcon-parque-rodo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 35.000,Pesos Uruguayos (UYU),"Luis Lamas 1424, 11300 Montevideo, Departamento De Montevideo, Uruguay, Pocitos, Montevideo",11300 Montevideo,Apartamento,55 m²,50 m²,2,1,1,5.500 UYU,No,Frente,Sí,Sí,Sí,No,No,Sí,10,-34.9069017,-56.1466242,https://apartamento.mercadolibre.com.uy/MLU-696785347-alquiler-apartamento-penthouse-de-2-dormitorios-en-pocitos-garaje-calefaccion-piso-10-inmejorable-vista-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 25.000,Pesos Uruguayos (UYU),"Agrim. Germán Barbato 1485, Centro, Montevideo",Centro,Apartamento,49 m²,47 m²,1,1,0,5.800 UYU,Sí,Frente,2 m²,Sí,Sí,No,No especificado,No,9,-34.903028,-56.1864927,https://apartamento.mercadolibre.com.uy/MLU-696595095-alquiler-apartamento-centro-1-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 46.000,Pesos Uruguayos (UYU),"La Paz 1000, Montevideo, Montevideo",Montevideo,Apartamento,71 m²,65 m²,2,1,0,7.500 UYU,Sí,No especificado,No especificado,Sí,No especificado,No especificado,Sí,No especificado,No especificado,-34.8980198,-56.1954449,https://apartamento.mercadolibre.com.uy/MLU-1454651494-alquilo-2-dormitorios-divina-vista-nostrum-bay-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=4&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 22.800,Pesos Uruguayos (UYU),"Avenida Colombes 1700, Malvin, Montevideo",Malvin,Apartamento,39 m²,36 m²,1,1,0,4.772 UYU,No especificado,No especificado,Sí,Sí,No especificado,No especificado,Sí,No especificado,No especificado,-34.8891545,-56.118417,https://apartamento.mercadolibre.com.uy/MLU-1454652752-alquiler-apartamento-un-dormitorio-y-balcon-malvin-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 53.000,Pesos Uruguayos (UYU),"26 De Marzo Esq. Cavia, Pocitos, Montevideo",Pocitos,Apartamento,86 m²,85 m²,3,2,1,20.000 UYU,No,Lateral,No,No,Sí,No,No,No,1,-34.9121326,-56.1523875,https://apartamento.mercadolibre.com.uy/MLU-696620261-tobago-501-alquiler-apartamento-3-dormitorios-y-garaje-en-pocitos-3-banos-amoblado-equipado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 31.000,Pesos Uruguayos (UYU),"Av Italia Y Valencia, Malvin, Montevideo",Malvin,Apartamento,69 m²,47 m²,1,1,1,5.500 UYU,Sí,Contrafrente,No,No,Sí,No,No,No,8,-34.886039,-56.1040601,https://apartamento.mercadolibre.com.uy/MLU-696620267-estrellas-de-malvin-2003-alquiler-apartamento-1-dormitorio-con-garaje-en-malvin-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 30.000,Pesos Uruguayos (UYU),"Cordón, Cordón, Montevideo",Cordón,Apartamento,55 m²,55 m²,2,1,0,7.500 UYU,Sí,Contrafrente,Sí,Sí,No especificado,No,No,Sí,No especificado,-34.9072525,-56.1775496,https://apartamento.mercadolibre.com.uy/MLU-696760385-apartamento-en-alquiler-2-dormitorios-1-bano-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 34.000,Pesos Uruguayos (UYU),"Santiago De Chile Entre Canelones Y Soriano, Centro, Montevideo",Centro,Apartamento,63 m²,52 m²,2,1,0,5.000 UYU,Sí,Frente,No,No,Sí,No,No,No,1,-34.907977,-56.1851494,https://apartamento.mercadolibre.com.uy/MLU-696620259-torres-del-plata-501-alquiler-apartamento-2-dormitorios-con-garaje-en-el-centro-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 25.700,Pesos Uruguayos (UYU),"Constituyente Y Tacuarembo, Cordón, Montevideo",Cordón,Apartamento,50 m²,41 m²,1,1,0,4.800 UYU,No,Frente,No,Sí,Sí,No,No,No,1,-34.9059067,-56.1820419,https://apartamento.mercadolibre.com.uy/MLU-696633203-lift-gaucho-701-alquiler-apartamento-1-dormitorio-en-cordon-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 16.500,Pesos Uruguayos (UYU),"Francisco Vidiella, Montevideo, La Blanqueada, Montevideo",Montevideo,Apartamento,45 m²,45 m²,1,1,0,2.200 UYU,Sí,Frente,No,No,No,No,No,No,1,-34.8868135,-56.1655085,https://apartamento.mercadolibre.com.uy/MLU-696634943-apartamento-1-dormitorio-en-la-blanqueada-francisco-vidiella-esq-bvr-artigas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=11&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 38.500,Pesos Uruguayos (UYU),"Germán Araujo Esq. Maldonado, Barrio Sur, Montevideo, Montevideo",Barrio Sur,Apartamento,91 m²,68 m²,2,1,0,13.700 UYU,Sí,Frente,No,No,Sí,No,No,No,1,-34.9100214,-56.197875,https://apartamento.mercadolibre.com.uy/MLU-696620263-alma-sur-702-alquiler-apartamento-2-dormitorios-en-el-centro-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 37.000,Pesos Uruguayos (UYU),"Pocitos, Pocitos, Montevideo",Pocitos,Apartamento,1 m²,41 m²,1,1,0,6.000 UYU,Sí,Frente,48 m²,No especificado,Sí,No,No especificado,Sí,No especificado,-34.9071997,-56.146172,https://apartamento.mercadolibre.com.uy/MLU-696560353-alquiler-apartamento-de-1-dormitorio-y-medio-con-gran-patio-en-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 36.500,Pesos Uruguayos (UYU),"Andes 1143, Montevideo, Centro, Montevideo",Montevideo,Apartamento,62 m²,55 m²,2,1,0,5.000 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,No,9,-34.9104402,-56.1977826,https://apartamento.mercadolibre.com.uy/MLU-696624311-alquiler-apartamento-2-dormitorios-casi-rambla-a-estrenar-con-vista-al-mar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 26.400,Pesos Uruguayos (UYU),"Eduardo V. Haedo Esq Juan Paullier, Tres Cruces, Montevideo",Tres Cruces,Apartamento,52 m²,40 m²,1,1,0,3.900 UYU,No,Contrafrente,No,No,Sí,No,No,No,1,-34.896794,-56.1698103,https://apartamento.mercadolibre.com.uy/MLU-696607333-mooca-tatuape-703-alquiler-apartamento-1-dormitorio-en-tres-cruces-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 24.500,Pesos Uruguayos (UYU),"Av. Italia 3494 Y Estivao, Parque Batlle, Montevideo",Parque Batlle,Apartamento,35 m²,28 m²,0,1,0,3.000 UYU,No,Frente,No,No,Sí,No,No,No,1,-34.8867299,-56.1385176,https://apartamento.mercadolibre.com.uy/MLU-1456572912-grou-habitat-705-alquiler-monoambiente-en-parque-batlle-piso-alto-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 34.900,Pesos Uruguayos (UYU),"Av. 8 De Octubre Esq. Estero Bellaco, La Blanqueada, Montevideo",La Blanqueada,Apartamento,102 m²,81 m²,1,1,1,3.900 UYU,Sí,Contrafrente,No,No,Sí,No,No,No,1,-34.8876043,-56.1587965,https://apartamento.mercadolibre.com.uy/MLU-696633201-gala-point-704-alquiler-apartamento-1-dormitorio-amoblado-con-garaje-en-la-blanqueada-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 31.900,Pesos Uruguayos (UYU),"Rodo, Jose Enrique 2100, Cordón, Montevideo",Jose Enrique 2100,Apartamento,45 m²,40 m²,1,1,1,4.200 UYU,No,Contrafrente,No,Sí,Sí,No,No,No,11,-34.9084916,-56.1760617,https://apartamento.mercadolibre.com.uy/MLU-696714171-alquiler-a-estrenar-1-dormitorio-con-garaje-en-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=18&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 22.500,Pesos Uruguayos (UYU),"Av. Italia 3063, 11600 Montevideo, Departamento De Montevideo, Uruguay, Parque Batlle, Montevideo",11600 Montevideo,Apartamento,35 m²,35 m²,0,1,0,2.700 UYU,Sí,Frente,Sí,Sí,Sí,No especificado,Sí,No especificado,13,-34.8890691,-56.1485544,https://apartamento.mercadolibre.com.uy/MLU-696758175-alquiler-monoambiente-en-piso-alto-con-terraza-y-vistas-panoramicas-en-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=19&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 68.000,Pesos Uruguayos (UYU),"Malvi­n, Malvin, Montevideo",Malvin,Apartamento,65 m²,95 m²,2,2,1,7.500 UYU,No especificado,Frente,Sí,Sí,No especificado,No,No,Sí,10,-34.8964068,-56.1118663,https://apartamento.mercadolibre.com.uy/MLU-696648715-apartamento-penthouse-en-venta-2-dormitorios-2-banos-amplia-terraza-garaje-malvin-alq-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=20&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 42.000,Pesos Uruguayos (UYU),"Goes 2231, Montevideo, Tres Cruces, Montevideo",Montevideo,Apartamento,78 m²,78 m²,2,1,0,0 UYU,Sí,Interno,No,No,No,No,Sí,No,1,-34.8928724,-56.1680863,https://apartamento.mercadolibre.com.uy/MLU-1453291450-alquiler-casa-de-dos-dormitorios-con-patio-y-barbacoa-a-pasos-de-shopping-tres-cruces-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=21&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 17.400,Pesos Uruguayos (UYU),"Comercio 2691, Montevideo, Unión, Montevideo",Montevideo,Apartamento,45 m²,45 m²,1,1,0,0 UYU,Sí,Frente,Sí,No,No,No,No,No,1,-34.8743225,-56.1447324,https://apartamento.mercadolibre.com.uy/MLU-1457411352-alquiler-casa-de-altos-de-un-dormitorio-a-tres-cuadras-de-av-8-de-octubre-la-union--_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=22&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Av. Italia 3013, Montevideo, Parque Batlle, Montevideo",Montevideo,Apartamento,53 m²,53 m²,1,1,0,3.970 UYU,Sí,Frente,Sí,Sí,Sí,No especificado,Sí,No especificado,13,-34.8891674,-56.1492321,https://apartamento.mercadolibre.com.uy/MLU-696732421-alquiler-apartamento-1-dormitorio-en-piso-alto-con-hermosas-vistas-y-super-luminoso-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=23&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 25.900,Pesos Uruguayos (UYU),"Av. Brasil 2600, Pocitos, Montevideo",Pocitos,Apartamento,48 m²,46 m²,1,1,0,6.600 UYU,No,Frente,No,Sí,Sí,No,No,Sí,8,-34.9081847,-56.1568694,https://apartamento.mercadolibre.com.uy/MLU-1454717266-apartamento-en-alquiler-de-1-dormitorios-en-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=24&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 34.000,Pesos Uruguayos (UYU),"Av. Rivera Esq. Solano López, Buceo, Montevideo",Buceo,Apartamento,63 m²,42 m²,1,1,0,5.500 UYU,Sí,Lateral,No,No,Sí,No,No,No,1,-34.8956376,-56.1220506,https://apartamento.mercadolibre.com.uy/MLU-696633205-more-buceo-1804-alquiler-apartamento-1-dormitorio-en-buceo-piso-18-cerca-del-mar-piso-alto-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=25&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 43.000,Pesos Uruguayos (UYU),"Luis B. Cavia 2800, Pocitos, Montevideo",Pocitos,Apartamento,69 m²,69 m²,2,2,0,5.200 UYU,No,Frente,No,No,No,Sí,Sí,No,2,-34.910921,-56.1569287,https://apartamento.mercadolibre.com.uy/MLU-696650677-alquiler-apartamento-amoblado-dos-dormitorios-dos-banos-en-pocitos-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=26&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 30.000,Pesos Uruguayos (UYU),"Avenida Millán 2788, Prado, Montevideo",Prado,Apartamento,52 m²,50 m²,2,1,1,5.000 UYU,Sí,Contrafrente,2 m²,Sí,Sí,No,Sí,Sí,9,-34.875377,-56.1877168,https://apartamento.mercadolibre.com.uy/MLU-1458070038-alquiler-apartamento-prado-2-dormitorios-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=27&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 23.000,Pesos Uruguayos (UYU),"Carlos De La Vega 3987, Paso Molino, Montevideo",Paso Molino,Apartamento,42 m²,40 m²,2,1,0,1.600 UYU,Sí,Frente,No especificado,No,No,No,No,No,3,-34.860603,-56.217465,https://apartamento.mercadolibre.com.uy/MLU-696815177-alquiler-apto-dos-dormitorios-paso-molino-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=28&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Palermo, Palermo, Montevideo",Palermo,Apartamento,46 m²,46 m²,1,0,0,0 UYU,No especificado,Frente,Sí,Sí,No especificado,No,No,No especificado,1,-34.9093019,-56.1808137,https://apartamento.mercadolibre.com.uy/MLU-696775499-alquiler-apartamento-1-dormitorio-con-patio-sin-gastos-comunes-palermo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=29&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 27.000,Pesos Uruguayos (UYU),"La Blanqueada, La Blanqueada, Montevideo",La Blanqueada,Apartamento,48 m²,48 m²,2,1,0,3.500 UYU,Sí,Frente,No,No,No especificado,No,No,No especificado,No especificado,-34.8804975,-56.149911,https://apartamento.mercadolibre.com.uy/MLU-1457431614-apartamento-en-alquiler-2-dormitorios-1-bano-la-blanqueada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=30&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 60.000,Pesos Uruguayos (UYU),"Bv. Gral. Artigas 500, Punta Carretas, Montevideo",Punta Carretas,Apartamento,78 m²,55 m²,1,1,1,6.500 UYU,Sí,Lateral,No,Sí,Sí,No,Sí,Sí,12,-34.9189506,-56.1625832,https://apartamento.mercadolibre.com.uy/MLU-1455177018-alquiler-de-apartamento-de-1-dormitorio-a-estrenar-con-garaje-en-punta-carretas-oda-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=31&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
US$ 1.050,Dólares (USD),"Bv. Artigas 1200, Pocitos, Montevideo",Pocitos,Apartamento,44 m²,40 m²,1,1,0,10.000 UYU,Sí,Lateral,No,Sí,Sí,No,Sí,Sí,28,-34.904736,-56.1634127,https://apartamento.mercadolibre.com.uy/MLU-696794527-alquiler-de-apartamento-amoblado-de-1-dormitorio-edificio-joy-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=32&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 28.500,Pesos Uruguayos (UYU),"Joanicó 3165, La Blanqueada, Montevideo",La Blanqueada,Apartamento,38 m²,35 m²,1,1,1,4.500 UYU,Sí,Lateral,Sí,No,Sí,Sí,Sí,Sí,1,-34.881187,-56.153719,https://apartamento.mercadolibre.com.uy/MLU-1455859286-alquiler-apartamento-a-estrenar-1-dormitorio-garaje-incluido-la-blanqueada-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=33&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 37.000,Pesos Uruguayos (UYU),"Buceo, Buceo, Montevideo",Buceo,Apartamento,50 m²,50 m²,1,1,1,4.900 UYU,Sí,Contrafrente,No,No,No especificado,Sí,No,Sí,No especificado,-34.903543,-56.1300783,https://apartamento.mercadolibre.com.uy/MLU-1454017112-apartamento-en-alquiler-amoblado-1-dormitorio-1-bano-balcon-garaje-buceo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=34&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 36.000,Pesos Uruguayos (UYU),"Cordón, Cordón, Montevideo",Cordón,Apartamento,61 m²,61 m²,2,1,0,5.200 UYU,Sí,Frente,Sí,Sí,No especificado,Sí,No,Sí,No especificado,-34.9084149,-56.1757614,https://apartamento.mercadolibre.com.uy/MLU-696734731-apartamento-en-alquiler-2-dormitorios-1-bano-balcon-amueblado-cordon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=35&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Avenida Gonzalo Ramírez 1900, Parque Rodó, Montevideo",Parque Rodó,Apartamento,44 m²,40 m²,1,1,1,7.200 UYU,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,-34.9115551,-56.1719988,https://apartamento.mercadolibre.com.uy/MLU-1455839688-alquiler-parque-rodo-1-dormitorio-garage-al-frente-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=36&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 22.500,Pesos Uruguayos (UYU),"Av. Italia 3063, 11600 Montevideo, Departamento De Montevideo, Uruguay, Parque Batlle, Montevideo",11600 Montevideo,Apartamento,35 m²,31 m²,0,1,0,2.700 UYU,Sí,Frente,Sí,Sí,Sí,No especificado,Sí,No especificado,13,-34.8890691,-56.1485544,https://apartamento.mercadolibre.com.uy/MLU-696745259-monoambiente-en-alquiler-piso-alto-con-hermosas-vistas-en-parque-batlle-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=37&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Av. Italia 3057, Montevideo, La Blanqueada, Montevideo",Montevideo,Apartamento,53 m²,53 m²,1,1,0,3.970 UYU,Sí,Frente,Sí,Sí,Sí,No especificado,Sí,No especificado,13,-34.8890065,-56.1485819,https://apartamento.mercadolibre.com.uy/MLU-696746903-alquiler-apartamento-1-dormitorio-en-piso-alto-con-terraza-y-excelentes-vistas-panoramicas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=38&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 20.500,Pesos Uruguayos (UYU),"Av. Italia 4500, Malvin, Montevideo",Malvin,Apartamento,29 m²,28 m²,0,1,0,3.400 UYU,Sí,No especificado,No especificado,Sí,No especificado,No especificado,Sí,No especificado,No especificado,-34.886961,-56.111888,https://apartamento.mercadolibre.com.uy/MLU-1458007224-alquiler-monoambiente-en-nostrum-malvin-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=39&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 26.900,Pesos Uruguayos (UYU),"Miguelete 2200, Tres Cruces, Montevideo",Tres Cruces,Apartamento,44 m²,40 m²,1,1,1,4.700 UYU,Sí,Frente,No,Sí,Sí,No,No,No,5,-34.8920976,-56.1692663,https://apartamento.mercadolibre.com.uy/MLU-1456557104-alquiler-apartamento-1-dormitorio-en-tres-cruces-montevideo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=40&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 32.000,Pesos Uruguayos (UYU),"Juan D. Jackson 1200, Parque Rodó, Montevideo",Parque Rodó,Apartamento,42 m²,35 m²,1,1,0,5.500 UYU,Sí,No especificado,No especificado,Sí,No especificado,No especificado,Sí,No especificado,No especificado,-34.9068389,-56.1734819,https://apartamento.mercadolibre.com.uy/MLU-1456582990-alquiler-apto-un-dormitorio-terraza-cordon-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=41&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 19.500,Pesos Uruguayos (UYU),"Juan Victorica 4800, Ituzaingó, Montevideo",Ituzaingó,Apartamento,49 m²,47 m²,2,1,0,0 UYU,No especificado,No especificado,No especificado,Sí,No especificado,No especificado,No especificado,No especificado,No especificado,-34.845635,-56.1465123,https://apartamento.mercadolibre.com.uy/MLU-1453543620-alquiler-apartamento-dos-dormitorios-ituzango-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=42&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 25.000,Pesos Uruguayos (UYU),"Río Negro 1220, Centro, Montevideo",Centro,Apartamento,35 m²,35 m²,No especificado,1,0,4.400 UYU,Sí,Frente,No,Sí,Sí,No,No,Sí,3,-34.9084997,-56.1931385,https://apartamento.mercadolibre.com.uy/MLU-1459062296-alquiler-apartamento-1-dormitorio-centro-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=43&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 22.650,Pesos Uruguayos (UYU),"Charrúa 1770, Cordón, Montevideo",Cordón,Apartamento,42 m²,41 m²,0,1,0,4.000 UYU,No,Lateral,1 m²,Sí,Sí,No,Sí,Sí,5,-34.905361,-56.178117,https://apartamento.mercadolibre.com.uy/MLU-1458051566-alquiler-monoambiente-a-estrenar-en-cordon-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=44&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 26.000,Pesos Uruguayos (UYU),"Ciudad Vieja, Ciudad Vieja, Montevideo",Ciudad Vieja,Apartamento,40 m²,40 m²,1,1,0,3.200 UYU,No,Frente,Sí,Sí,No especificado,Sí,No,No especificado,No especificado,-34.9073259,-56.2036992,https://apartamento.mercadolibre.com.uy/MLU-1458012456-apartamento-en-alquiler-1-dormitorio-1-bano-terraza-lavadero-amueblado-ciudad-vieja-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=45&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 26.500,Pesos Uruguayos (UYU),"Dr Juan Campisteguy 2774, Jacinto Vera, Montevideo",Jacinto Vera,Apartamento,51 m²,51 m²,2,1,0,2.000 UYU,Sí,Interno,No,No,No especificado,No,Sí,Sí,3,-34.8762588,-56.1683289,https://apartamento.mercadolibre.com.uy/MLU-1457525476-alquiler-2-dormitorios-escritorio-jacinto-vera-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=46&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
$ 30.900,Pesos Uruguayos (UYU),"Durazno 1818, Palermo, Montevideo",Palermo,Apartamento,67 m²,67 m²,2,1,0,2.200 UYU,Sí,Frente,No,No,No especificado,No,Sí,Sí,1,-34.909902,-56.1756698,https://apartamento.mercadolibre.com.uy/MLU-1457405616-alquiler-apartamento-2-dormitorios-palermo-_JM#polycard_client=search-desktop&float_highlight=visited&price_drop=not_apply&be_origin=backend&search_layout=grid&position=47&type=item&tracking_id=586c9f78-74d7-464f-b680-0938a44068ae&sid=search
